j1_angle,j2_angle,j3_angle,motor_temperature,torque_nm,current_amp,status,created_at
5.33,10.83,27.38,42.92,13.15,2.49,OPERATIONAL,2026-05-23T17:18:34.928352
2.34,12.57,28.07,43.02,15.23,3.06,OPERATIONAL,2026-05-23T17:18:36.928352
-0.66,14.28,28.65,43.1,13.99,2.81,OPERATIONAL,2026-05-23T17:18:38.928352
-3.66,15.98,29.13,43.19,14.87,2.95,OPERATIONAL,2026-05-23T17:18:40.928352
-6.65,17.65,29.51,43.27,16.81,3.29,OPERATIONAL,2026-05-23T17:18:42.928352
-9.62,19.29,29.78,43.39,18.82,3.57,OPERATIONAL,2026-05-23T17:18:44.928352
-12.57,20.9,29.94,43.45,16.85,3.28,OPERATIONAL,2026-05-23T17:18:46.928352
-15.49,22.48,30.0,43.52,20.25,3.83,OPERATIONAL,2026-05-23T17:18:48.928352
-18.36,24.02,29.95,43.62,20.76,3.88,OPERATIONAL,2026-05-23T17:18:50.928352
-21.2,25.52,29.79,43.72,21.36,4.11,OPERATIONAL,2026-05-23T17:18:52.928352
-23.98,26.98,29.52,43.87,20.0,3.83,OPERATIONAL,2026-05-23T17:18:54.928352
-26.69,28.4,29.15,43.95,20.41,3.96,OPERATIONAL,2026-05-23T17:18:56.928352
-29.35,29.77,28.67,44.07,23.13,4.47,OPERATIONAL,2026-05-23T17:18:58.928352
-31.93,31.1,28.09,44.21,22.4,4.19,OPERATIONAL,2026-05-23T17:19:00.928352
-34.42,32.38,27.4,44.33,23.88,4.53,OPERATIONAL,2026-05-23T17:19:02.928352
-36.84,33.6,26.62,44.4,22.5,4.4,OPERATIONAL,2026-05-23T17:19:04.928352
-39.16,34.77,25.74,44.46,23.59,4.51,OPERATIONAL,2026-05-23T17:19:06.928352
-41.38,35.88,24.77,44.54,24.3,4.53,OPERATIONAL,2026-05-23T17:19:08.928352
-43.5,36.94,23.72,44.67,22.85,4.45,OPERATIONAL,2026-05-23T17:19:10.928352
-45.51,37.94,22.57,44.82,21.99,4.22,OPERATIONAL,2026-05-23T17:19:12.928352
-47.41,38.88,21.35,44.91,21.44,4.06,OPERATIONAL,2026-05-23T17:19:14.928352
-49.19,39.75,20.04,44.97,22.58,4.19,OPERATIONAL,2026-05-23T17:19:16.928352
-50.84,40.56,18.67,44.85,21.17,4.13,OPERATIONAL,2026-05-23T17:19:18.928352
-52.37,41.31,17.23,44.8,20.71,3.85,OPERATIONAL,2026-05-23T17:19:20.928352
-53.77,41.99,15.72,44.89,21.48,4.22,OPERATIONAL,2026-05-23T17:19:22.928352
-5.503,4.260000000000001,1.4160000000000001,51.83,44.51,8.3,FAILURE,2026-05-23T17:19:24.928352
-56.16,43.15,12.55,44.8,19.81,3.94,OPERATIONAL,2026-05-23T17:19:26.928352
-57.15,43.63,10.9,44.72,20.02,3.79,OPERATIONAL,2026-05-23T17:19:28.928352
-57.99,44.03,9.2,44.61,18.26,3.39,OPERATIONAL,2026-05-23T17:19:30.928352
-58.69,44.37,7.47,44.51,16.98,3.45,OPERATIONAL,2026-05-23T17:19:32.928352
-59.24,44.63,5.71,44.43,17.73,3.49,OPERATIONAL,2026-05-23T17:19:34.928352
-59.64,44.83,3.94,44.35,17.11,3.33,OPERATIONAL,2026-05-23T17:19:36.928352
-59.89,44.95,2.15,44.27,14.78,3.04,OPERATIONAL,2026-05-23T17:19:38.928352
-60.0,45.0,0.35,44.17,14.44,2.94,OPERATIONAL,2026-05-23T17:19:40.928352
-59.95,44.98,-1.45,44.07,15.32,3.06,OPERATIONAL,2026-05-23T17:19:42.928352
-59.76,44.88,-3.24,44.0,13.15,2.75,OPERATIONAL,2026-05-23T17:19:44.928352
-5.941,4.472,-0.503,51.11,37.13,7.67,FAILURE,2026-05-23T17:19:46.928352
-58.92,44.48,-6.79,43.9,12.49,2.62,OPERATIONAL,2026-05-23T17:19:48.928352
-58.28,44.17,-8.53,43.82,12.38,2.53,OPERATIONAL,2026-05-23T17:19:50.928352
-57.49,43.79,-10.24,43.71,10.29,2.24,OPERATIONAL,2026-05-23T17:19:52.928352
-56.56,43.34,-11.91,43.63,9.14,1.89,OPERATIONAL,2026-05-23T17:19:54.928352
-55.49,42.82,-13.54,43.57,9.28,2.03,OPERATIONAL,2026-05-23T17:19:56.928352
-54.28,42.24,-15.12,43.45,8.09,1.78,OPERATIONAL,2026-05-23T17:19:58.928352
-52.93,41.58,-16.65,43.36,8.09,1.61,OPERATIONAL,2026-05-23T17:20:00.928352
-51.45,40.86,-18.12,43.29,8.43,1.8,OPERATIONAL,2026-05-23T17:20:02.928352
-49.85,40.08,-19.52,43.23,8.97,1.95,OPERATIONAL,2026-05-23T17:20:04.928352
-48.12,39.22,-20.85,43.12,7.29,1.66,OPERATIONAL,2026-05-23T17:20:06.928352
-46.26,38.31,-22.1,43.0,7.28,1.53,OPERATIONAL,2026-05-23T17:20:08.928352
-44.3,37.34,-23.28,42.91,7.62,1.59,OPERATIONAL,2026-05-23T17:20:10.928352
-42.22,36.3,-24.37,42.82,6.31,1.53,OPERATIONAL,2026-05-23T17:20:12.928352
-40.04,35.21,-25.38,42.74,8.11,1.68,OPERATIONAL,2026-05-23T17:20:14.928352
-37.75,34.06,-26.29,42.66,8.26,1.67,OPERATIONAL,2026-05-23T17:20:16.928352
-35.37,32.86,-27.11,42.56,7.61,1.64,OPERATIONAL,2026-05-23T17:20:18.928352
-32.91,31.6,-27.83,42.48,8.2,1.62,OPERATIONAL,2026-05-23T17:20:20.928352
-30.36,30.3,-28.45,42.39,7.62,1.72,OPERATIONAL,2026-05-23T17:20:22.928352
-27.73,28.94,-28.97,42.32,8.65,1.8,OPERATIONAL,2026-05-23T17:20:24.928352
-25.04,27.54,-29.39,42.37,10.04,1.94,OPERATIONAL,2026-05-23T17:20:26.928352
-22.28,26.09,-29.7,42.5,9.18,2.03,OPERATIONAL,2026-05-23T17:20:28.928352
-19.47,24.61,-29.9,42.57,10.77,2.22,OPERATIONAL,2026-05-23T17:20:30.928352
-16.61,23.08,-29.99,42.49,10.55,2.07,OPERATIONAL,2026-05-23T17:20:32.928352
-13.71,21.52,-29.98,42.54,12.83,2.69,OPERATIONAL,2026-05-23T17:20:34.928352
-1.077,1.9920000000000002,-2.986,49.92,44.42,7.75,FAILURE,2026-05-23T17:20:36.928352
-7.81,18.29,-29.63,42.69,11.79,2.46,OPERATIONAL,2026-05-23T17:20:38.928352
-4.83,16.63,-29.29,42.83,12.51,2.48,OPERATIONAL,2026-05-23T17:20:40.928352
-1.83,14.95,-28.85,42.88,13.64,2.65,OPERATIONAL,2026-05-23T17:20:42.928352
1.17,13.24,-28.31,43.02,16.15,3.23,OPERATIONAL,2026-05-23T17:20:44.928352
4.17,11.51,-27.66,43.08,17.44,3.31,OPERATIONAL,2026-05-23T17:20:46.928352
7.15,9.76,-26.91,43.18,16.5,3.08,OPERATIONAL,2026-05-23T17:20:48.928352
10.12,7.99,-26.07,86.08,12.16,2.3,WARNING,2026-05-23T17:20:50.928352
13.06,6.22,-25.13,43.25,19.84,3.89,OPERATIONAL,2026-05-23T17:20:52.928352
15.97,4.43,-24.11,43.34,20.25,3.87,OPERATIONAL,2026-05-23T17:20:54.928352
18.84,2.63,-22.99,43.47,20.96,4.16,OPERATIONAL,2026-05-23T17:20:56.928352
21.67,0.84,-21.8,43.6,19.71,3.65,OPERATIONAL,2026-05-23T17:20:58.928352
24.44,-0.96,-20.52,43.69,22.16,4.21,OPERATIONAL,2026-05-23T17:21:00.928352
27.15,-2.76,-19.17,43.77,22.06,4.13,OPERATIONAL,2026-05-23T17:21:02.928352
29.79,-4.56,-17.75,43.91,22.5,4.22,OPERATIONAL,2026-05-23T17:21:04.928352
32.35,-6.34,-16.27,43.91,10.38,11.72,FAILURE,2026-05-23T17:21:06.928352
34.84,-8.12,-14.73,44.01,23.38,4.54,OPERATIONAL,2026-05-23T17:21:08.928352
37.23,-9.88,-13.14,44.08,21.31,4.23,OPERATIONAL,2026-05-23T17:21:10.928352
39.54,-11.63,-11.5,44.23,23.18,4.31,OPERATIONAL,2026-05-23T17:21:12.928352
41.75,-13.36,-9.81,44.3,23.43,4.59,OPERATIONAL,2026-05-23T17:21:14.928352
43.85,-15.07,-8.1,44.35,22.58,4.41,OPERATIONAL,2026-05-23T17:21:16.928352
45.84,-16.75,-6.35,44.43,23.65,4.36,OPERATIONAL,2026-05-23T17:21:18.928352
47.72,-18.41,-4.58,44.5,23.46,4.39,OPERATIONAL,2026-05-23T17:21:20.928352
49.48,-20.04,-2.79,44.61,23.7,4.41,OPERATIONAL,2026-05-23T17:21:22.928352
51.11,-21.63,-1.0,44.66,23.14,4.47,OPERATIONAL,2026-05-23T17:21:24.928352
52.62,-23.19,0.8,44.81,22.31,4.39,OPERATIONAL,2026-05-23T17:21:26.928352
53.99,-24.71,2.6,79.95,11.85,2.38,WARNING,2026-05-23T17:21:28.928352
55.23,-26.2,4.39,44.73,19.96,3.91,OPERATIONAL,2026-05-23T17:21:30.928352
56.34,-27.64,6.16,44.82,21.36,4.2,OPERATIONAL,2026-05-23T17:21:32.928352
57.3,-29.04,7.91,44.77,18.07,3.62,OPERATIONAL,2026-05-23T17:21:34.928352
58.12,-30.39,9.63,44.66,17.63,3.37,OPERATIONAL,2026-05-23T17:21:36.928352
58.79,-31.69,11.32,44.78,19.43,3.89,OPERATIONAL,2026-05-23T17:21:38.928352
59.31,-32.95,12.96,44.67,18.14,3.54,OPERATIONAL,2026-05-23T17:21:40.928352
59.69,-34.14,14.56,44.59,16.38,3.06,OPERATIONAL,2026-05-23T17:21:42.928352
59.92,-35.29,16.11,44.52,17.05,3.32,OPERATIONAL,2026-05-23T17:21:44.928352
60.0,-36.38,17.6,44.46,16.05,3.15,OPERATIONAL,2026-05-23T17:21:46.928352
59.93,-37.41,19.02,44.36,12.77,2.41,OPERATIONAL,2026-05-23T17:21:48.928352
5.971,-3.8380000000000005,2.038,50.7,38.14,8.45,FAILURE,2026-05-23T17:21:50.928352
59.34,-39.29,21.66,44.27,12.32,2.55,OPERATIONAL,2026-05-23T17:21:52.928352
58.82,-40.13,22.87,44.2,12.14,2.53,OPERATIONAL,2026-05-23T17:21:54.928352
58.15,-40.92,23.99,44.09,9.83,2.12,OPERATIONAL,2026-05-23T17:21:56.928352
57.34,-41.63,25.03,43.99,11.66,2.37,OPERATIONAL,2026-05-23T17:21:58.928352
56.39,-42.28,25.97,43.89,11.05,2.29,OPERATIONAL,2026-05-23T17:22:00.928352
55.29,-42.86,26.83,43.78,10.51,2.28,OPERATIONAL,2026-05-23T17:22:02.928352
54.06,-43.38,27.58,43.69,9.61,1.92,OPERATIONAL,2026-05-23T17:22:04.928352
52.69,-43.82,28.24,43.64,7.74,1.77,OPERATIONAL,2026-05-23T17:22:06.928352
51.19,-44.2,28.8,43.54,9.23,1.77,OPERATIONAL,2026-05-23T17:22:08.928352
49.56,-44.5,29.25,43.45,7.42,1.54,OPERATIONAL,2026-05-23T17:22:10.928352
47.81,-44.73,29.6,92.27,12.19,2.48,WARNING,2026-05-23T17:22:12.928352
45.94,-44.89,29.84,43.34,7.91,1.69,OPERATIONAL,2026-05-23T17:22:14.928352
43.96,-44.98,29.97,87.42,12.44,2.39,WARNING,2026-05-23T17:22:16.928352
41.86,-45.0,30.0,43.23,6.1,1.3,OPERATIONAL,2026-05-23T17:22:18.928352
39.66,-44.94,29.91,43.17,7.6,1.52,OPERATIONAL,2026-05-23T17:22:20.928352
37.36,-44.82,29.72,43.05,7.57,1.59,OPERATIONAL,2026-05-23T17:22:22.928352
34.97,-44.62,29.43,42.96,8.17,1.68,OPERATIONAL,2026-05-23T17:22:24.928352
32.48,-44.35,29.02,42.91,8.37,1.71,OPERATIONAL,2026-05-23T17:22:26.928352
29.92,-44.01,28.52,42.85,9.24,1.84,OPERATIONAL,2026-05-23T17:22:28.928352
27.29,-43.59,27.9,42.75,7.26,1.67,OPERATIONAL,2026-05-23T17:22:30.928352
24.58,-43.11,27.19,42.65,8.24,1.76,OPERATIONAL,2026-05-23T17:22:32.928352
21.82,-42.56,26.39,42.55,8.21,1.62,OPERATIONAL,2026-05-23T17:22:34.928352
18.99,-41.94,25.48,42.43,10.41,2.02,OPERATIONAL,2026-05-23T17:22:36.928352
16.13,-41.26,24.49,42.54,10.67,2.03,OPERATIONAL,2026-05-23T17:22:38.928352
13.22,-40.51,23.4,42.61,11.25,2.26,OPERATIONAL,2026-05-23T17:22:40.928352
10.28,-39.69,22.24,42.74,11.15,2.21,OPERATIONAL,2026-05-23T17:22:42.928352
7.31,-38.81,20.99,42.86,14.07,2.64,OPERATIONAL,2026-05-23T17:22:44.928352
4.32,-37.87,19.67,43.0,13.7,2.59,OPERATIONAL,2026-05-23T17:22:46.928352
0.133,-3.687,1.827,49.6,38.14,9.75,FAILURE,2026-05-23T17:22:48.928352
-1.67,-35.81,16.81,43.07,14.96,2.86,OPERATIONAL,2026-05-23T17:22:50.928352
-4.67,-34.69,15.29,43.19,15.85,3.21,OPERATIONAL,2026-05-23T17:22:52.928352
-7.65,-33.51,13.72,43.26,18.18,3.39,OPERATIONAL,2026-05-23T17:22:54.928352
-10.62,-32.29,12.09,43.38,17.7,3.43,OPERATIONAL,2026-05-23T17:22:56.928352
-13.56,-31.01,10.42,43.49,18.58,3.68,OPERATIONAL,2026-05-23T17:22:58.928352
-16.46,-29.68,8.72,43.57,18.63,3.57,OPERATIONAL,2026-05-23T17:23:00.928352
-19.32,-28.3,6.98,43.63,19.29,3.66,OPERATIONAL,2026-05-23T17:23:02.928352
-22.14,-26.88,5.22,43.7,20.7,3.97,OPERATIONAL,2026-05-23T17:23:04.928352
-24.9,-25.42,3.44,43.8,22.27,4.28,OPERATIONAL,2026-05-23T17:23:06.928352
-27.59,-23.91,1.64,43.95,21.9,4.13,OPERATIONAL,2026-05-23T17:23:08.928352
-30.22,-22.37,-0.15,44.05,20.7,4.1,OPERATIONAL,2026-05-23T17:23:10.928352
-32.78,-20.79,-1.95,44.12,21.57,4.23,OPERATIONAL,2026-05-23T17:23:12.928352
-35.25,-19.17,-3.74,44.2,23.67,4.43,OPERATIONAL,2026-05-23T17:23:14.928352
-37.63,-17.53,-5.52,44.33,23.23,4.37,OPERATIONAL,2026-05-23T17:23:16.928352
-39.92,-15.86,-7.28,44.38,23.68,4.57,OPERATIONAL,2026-05-23T17:23:18.928352
-42.11,-14.16,-9.01,44.49,24.36,4.56,OPERATIONAL,2026-05-23T17:23:20.928352
-44.19,-12.44,-10.71,44.56,23.72,4.64,OPERATIONAL,2026-05-23T17:23:22.928352
-46.16,-10.7,-12.37,44.69,23.91,4.57,OPERATIONAL,2026-05-23T17:23:24.928352
-48.02,-8.95,-13.99,44.77,23.77,4.64,OPERATIONAL,2026-05-23T17:23:26.928352
-49.76,-7.18,-15.56,44.89,21.04,4.17,OPERATIONAL,2026-05-23T17:23:28.928352
-51.37,-5.39,-17.07,45.02,23.03,4.49,OPERATIONAL,2026-05-23T17:23:30.928352
-52.86,-3.6,-18.52,45.08,22.89,4.44,OPERATIONAL,2026-05-23T17:23:32.928352
-54.21,-1.81,-19.9,45.14,22.58,4.46,OPERATIONAL,2026-05-23T17:23:34.928352
-55.43,-0.01,-21.21,45.05,20.0,3.9,OPERATIONAL,2026-05-23T17:23:36.928352
-56.51,1.79,-22.44,44.98,18.64,3.57,OPERATIONAL,2026-05-23T17:23:38.928352
-57.44,3.59,-23.6,44.88,18.12,3.48,OPERATIONAL,2026-05-23T17:23:40.928352
-58.24,5.38,-24.66,44.79,17.76,3.52,OPERATIONAL,2026-05-23T17:23:42.928352
-58.89,7.16,-25.64,44.67,18.35,3.59,OPERATIONAL,2026-05-23T17:23:44.928352
-59.39,8.93,-26.53,44.58,16.01,3.26,OPERATIONAL,2026-05-23T17:23:46.928352
-59.74,10.69,-27.32,44.47,14.99,2.83,OPERATIONAL,2026-05-23T17:23:48.928352
-59.94,12.43,-28.02,44.4,14.4,2.83,OPERATIONAL,2026-05-23T17:23:50.928352
-60.0,14.15,-28.61,44.32,14.37,2.93,OPERATIONAL,2026-05-23T17:23:52.928352
-59.9,15.85,-29.1,44.24,15.55,3.02,OPERATIONAL,2026-05-23T17:23:54.928352
-59.66,17.52,-29.48,44.13,13.69,2.83,OPERATIONAL,2026-05-23T17:23:56.928352
-59.26,19.16,-29.76,44.06,11.39,2.26,OPERATIONAL,2026-05-23T17:23:58.928352
-58.72,20.77,-29.94,43.94,12.22,2.58,OPERATIONAL,2026-05-23T17:24:00.928352
-58.03,22.35,-30.0,43.86,11.88,2.43,OPERATIONAL,2026-05-23T17:24:02.928352
-57.19,23.9,-29.96,43.81,10.61,2.11,OPERATIONAL,2026-05-23T17:24:04.928352
-56.22,25.4,-29.8,43.75,10.65,2.05,OPERATIONAL,2026-05-23T17:24:06.928352
-55.1,26.87,-29.55,43.64,7.93,1.53,OPERATIONAL,2026-05-23T17:24:08.928352
-53.84,28.29,-29.18,43.55,7.71,1.63,OPERATIONAL,2026-05-23T17:24:10.928352
-52.45,29.67,-28.71,43.43,9.51,1.84,OPERATIONAL,2026-05-23T17:24:12.928352
-50.93,31.0,-28.14,43.34,8.29,1.74,OPERATIONAL,2026-05-23T17:24:14.928352
-49.28,32.28,-27.46,43.27,8.67,1.83,OPERATIONAL,2026-05-23T17:24:16.928352
-47.51,33.5,-26.69,43.17,6.03,1.25,OPERATIONAL,2026-05-23T17:24:18.928352
-45.62,34.68,-25.82,43.11,8.45,1.7,OPERATIONAL,2026-05-23T17:24:20.928352
-43.61,35.8,-24.86,43.0,8.44,1.77,OPERATIONAL,2026-05-23T17:24:22.928352
-41.5,36.86,-23.8,42.91,7.65,1.69,OPERATIONAL,2026-05-23T17:24:24.928352
-39.28,37.86,-22.67,42.83,8.38,1.76,OPERATIONAL,2026-05-23T17:24:26.928352
-36.96,38.8,-21.45,42.76,6.28,1.27,OPERATIONAL,2026-05-23T17:24:28.928352
-34.55,39.68,-20.15,42.69,7.27,1.63,OPERATIONAL,2026-05-23T17:24:30.928352
-32.06,40.5,-18.78,42.62,7.22,1.46,OPERATIONAL,2026-05-23T17:24:32.928352
-29.48,41.25,-17.34,42.53,8.77,1.83,OPERATIONAL,2026-05-23T17:24:34.928352
-26.84,41.94,-15.85,42.42,7.64,1.63,OPERATIONAL,2026-05-23T17:24:36.928352
-24.12,42.56,-14.29,42.33,9.82,1.91,OPERATIONAL,2026-05-23T17:24:38.928352
-21.34,43.11,-12.68,42.42,9.52,2.03,OPERATIONAL,2026-05-23T17:24:40.928352
-18.52,43.59,-11.03,42.3,8.99,1.93,OPERATIONAL,2026-05-23T17:24:42.928352
-15.64,44.0,-9.34,42.4,11.31,2.43,OPERATIONAL,2026-05-23T17:24:44.928352
-12.72,44.34,-7.61,42.4,10.11,13.04,FAILURE,2026-05-23T17:24:46.928352
-9.78,44.61,-5.86,42.47,12.5,2.41,OPERATIONAL,2026-05-23T17:24:48.928352
-6.81,44.81,-4.08,42.6,11.72,2.3,OPERATIONAL,2026-05-23T17:24:50.928352
-3.82,44.94,-2.29,42.73,13.73,2.66,OPERATIONAL,2026-05-23T17:24:52.928352
-0.82,45.0,-0.49,42.87,13.78,2.83,OPERATIONAL,2026-05-23T17:24:54.928352
2.18,44.98,1.31,43.0,14.37,2.73,OPERATIONAL,2026-05-23T17:24:56.928352
5.17,44.89,3.1,43.11,14.89,2.88,OPERATIONAL,2026-05-23T17:24:58.928352
8.15,44.73,4.88,43.24,16.07,3.19,OPERATIONAL,2026-05-23T17:25:00.928352
11.11,44.5,6.65,43.32,19.09,3.75,OPERATIONAL,2026-05-23T17:25:02.928352
1.4050000000000002,4.420000000000001,0.8390000000000001,54.25,40.68,9.05,FAILURE,2026-05-23T17:25:04.928352
16.94,43.82,10.11,43.39,20.19,3.87,OPERATIONAL,2026-05-23T17:25:06.928352
19.8,43.38,11.78,43.46,18.67,3.75,OPERATIONAL,2026-05-23T17:25:08.928352
22.61,42.87,13.41,43.53,19.99,3.96,OPERATIONAL,2026-05-23T17:25:10.928352
25.36,42.29,15.0,43.66,22.08,4.13,OPERATIONAL,2026-05-23T17:25:12.928352
2.8040000000000003,4.164000000000001,1.6530000000000002,49.36,38.07,9.52,FAILURE,2026-05-23T17:25:14.928352
30.66,40.92,18.0,80.44,11.69,2.28,WARNING,2026-05-23T17:25:16.928352
33.2,40.14,19.41,43.73,21.79,4.24,OPERATIONAL,2026-05-23T17:25:18.928352
35.65,39.29,20.74,43.79,22.02,4.3,OPERATIONAL,2026-05-23T17:25:20.928352
38.02,38.39,22.01,43.86,23.0,4.4,OPERATIONAL,2026-05-23T17:25:22.928352
40.29,37.42,23.19,43.97,22.98,4.44,OPERATIONAL,2026-05-23T17:25:24.928352
42.46,36.39,24.29,44.1,23.88,4.54,OPERATIONAL,2026-05-23T17:25:26.928352
44.53,35.3,25.3,44.23,22.24,4.29,OPERATIONAL,2026-05-23T17:25:28.928352
46.48,34.15,26.22,44.38,22.91,4.48,OPERATIONAL,2026-05-23T17:25:30.928352
48.32,32.96,27.05,44.52,22.66,4.22,OPERATIONAL,2026-05-23T17:25:32.928352
50.04,31.7,27.78,44.6,21.72,4.14,OPERATIONAL,2026-05-23T17:25:34.928352
51.63,30.4,28.41,44.72,22.52,4.31,OPERATIONAL,2026-05-23T17:25:36.928352
53.09,29.05,28.94,44.78,21.63,4.09,OPERATIONAL,2026-05-23T17:25:38.928352
54.42,27.65,29.36,44.71,19.83,3.91,OPERATIONAL,2026-05-23T17:25:40.928352
55.62,26.21,29.68,44.64,20.4,3.81,OPERATIONAL,2026-05-23T17:25:42.928352
56.67,24.73,29.89,44.59,18.51,3.6,OPERATIONAL,2026-05-23T17:25:44.928352
57.59,23.2,29.99,44.49,19.65,3.67,OPERATIONAL,2026-05-23T17:25:46.928352
58.36,21.64,29.98,44.42,17.61,3.41,OPERATIONAL,2026-05-23T17:25:48.928352
58.98,20.05,29.87,44.33,17.39,3.36,OPERATIONAL,2026-05-23T17:25:50.928352
59.46,18.42,29.65,44.24,18.3,3.45,OPERATIONAL,2026-05-23T17:25:52.928352
59.79,16.76,29.32,44.15,16.71,3.21,OPERATIONAL,2026-05-23T17:25:54.928352
59.96,15.08,28.89,44.05,15.04,3.01,OPERATIONAL,2026-05-23T17:25:56.928352
59.99,13.37,28.35,44.0,13.87,2.84,OPERATIONAL,2026-05-23T17:25:58.928352
59.87,11.65,27.72,43.88,15.2,2.93,OPERATIONAL,2026-05-23T17:26:00.928352
59.6,9.9,26.98,43.79,13.96,2.76,OPERATIONAL,2026-05-23T17:26:02.928352
5.918,0.8130000000000002,2.6140000000000003,52.37,42.98,8.51,FAILURE,2026-05-23T17:26:04.928352
58.61,6.36,25.21,43.73,11.16,2.32,OPERATIONAL,2026-05-23T17:26:06.928352
57.9,4.57,24.19,43.62,11.63,2.29,OPERATIONAL,2026-05-23T17:26:08.928352
57.04,2.78,23.08,43.56,9.22,1.92,OPERATIONAL,2026-05-23T17:26:10.928352
56.04,0.98,21.89,43.56,9.77,12.53,FAILURE,2026-05-23T17:26:12.928352
54.89,-0.82,20.62,43.46,8.77,1.73,OPERATIONAL,2026-05-23T17:26:14.928352
53.62,-2.62,19.28,43.41,7.81,1.52,OPERATIONAL,2026-05-23T17:26:16.928352
52.2,-4.41,17.87,43.35,7.12,1.61,OPERATIONAL,2026-05-23T17:26:18.928352
50.66,-6.2,16.39,43.28,8.08,1.71,OPERATIONAL,2026-05-23T17:26:20.928352
48.99,-7.98,14.86,43.2,7.51,1.63,OPERATIONAL,2026-05-23T17:26:22.928352
47.2,-9.74,13.27,43.11,7.06,1.45,OPERATIONAL,2026-05-23T17:26:24.928352
45.29,-11.49,11.63,43.0,8.04,1.72,OPERATIONAL,2026-05-23T17:26:26.928352
43.26,-13.22,9.95,42.92,7.1,1.4,OPERATIONAL,2026-05-23T17:26:28.928352
41.13,-14.93,8.23,42.85,5.65,1.42,OPERATIONAL,2026-05-23T17:26:30.928352
38.9,-16.62,6.49,42.77,8.08,1.72,OPERATIONAL,2026-05-23T17:26:32.928352
36.56,-18.28,4.72,42.69,8.28,1.87,OPERATIONAL,2026-05-23T17:26:34.928352
34.14,-19.91,2.94,42.6,8.64,1.71,OPERATIONAL,2026-05-23T17:26:36.928352
31.63,-21.5,1.14,42.49,6.63,1.4,OPERATIONAL,2026-05-23T17:26:38.928352
29.04,-23.07,-0.66,42.37,7.52,1.55,OPERATIONAL,2026-05-23T17:26:40.928352
26.38,-24.59,-2.46,42.47,9.72,2.08,OPERATIONAL,2026-05-23T17:26:42.928352
23.66,-26.08,-4.24,42.58,10.24,2.22,OPERATIONAL,2026-05-23T17:26:44.928352
20.87,-27.53,-6.02,42.48,10.51,2.12,OPERATIONAL,2026-05-23T17:26:46.928352
18.03,-28.93,-7.77,42.56,11.18,2.37,OPERATIONAL,2026-05-23T17:26:48.928352
15.15,-30.28,-9.49,42.47,11.07,2.13,OPERATIONAL,2026-05-23T17:26:50.928352
12.23,-31.59,-11.18,42.52,12.49,2.51,OPERATIONAL,2026-05-23T17:26:52.928352
9.28,-32.85,-12.83,42.61,11.28,2.42,OPERATIONAL,2026-05-23T17:26:54.928352
6.31,-34.05,-14.43,42.69,12.53,2.55,OPERATIONAL,2026-05-23T17:26:56.928352
3.32,-35.2,-15.99,42.81,15.16,3.04,OPERATIONAL,2026-05-23T17:26:58.928352
0.32,-36.29,-17.48,42.9,15.48,3.09,OPERATIONAL,2026-05-23T17:27:00.928352
-2.68,-37.33,-18.91,43.05,15.31,2.98,OPERATIONAL,2026-05-23T17:27:02.928352
-5.67,-38.3,-20.27,43.18,15.26,2.99,OPERATIONAL,2026-05-23T17:27:04.928352
-8.65,-39.22,-21.56,43.26,16.37,3.12,OPERATIONAL,2026-05-23T17:27:06.928352
-11.61,-40.07,-22.77,43.41,17.3,3.36,OPERATIONAL,2026-05-23T17:27:08.928352
-14.54,-40.86,-23.9,43.54,18.72,3.68,OPERATIONAL,2026-05-23T17:27:10.928352
-17.43,-41.58,-24.95,43.65,20.21,3.99,OPERATIONAL,2026-05-23T17:27:12.928352
-20.27,-42.23,-25.9,43.7,18.74,3.62,OPERATIONAL,2026-05-23T17:27:14.928352
-23.07,-42.82,-26.76,43.84,19.9,3.89,OPERATIONAL,2026-05-23T17:27:16.928352
-25.81,-43.34,-27.53,43.97,20.29,3.95,OPERATIONAL,2026-05-23T17:27:18.928352
-28.49,-43.79,-28.19,44.03,21.74,4.09,OPERATIONAL,2026-05-23T17:27:20.928352
-31.09,-44.17,-28.76,44.1,21.07,4.09,OPERATIONAL,2026-05-23T17:27:22.928352
-33.62,-44.48,-29.22,44.25,20.99,4.12,OPERATIONAL,2026-05-23T17:27:24.928352
-36.06,-44.72,-29.57,44.35,22.21,4.31,OPERATIONAL,2026-05-23T17:27:26.928352
-38.41,-44.88,-29.82,44.44,21.92,4.15,OPERATIONAL,2026-05-23T17:27:28.928352
-40.67,-44.98,-29.96,44.57,21.89,4.26,OPERATIONAL,2026-05-23T17:27:30.928352
-42.82,-45.0,-30.0,44.66,23.65,4.36,OPERATIONAL,2026-05-23T17:27:32.928352
-44.87,-44.95,-29.92,44.76,24.37,4.5,OPERATIONAL,2026-05-23T17:27:34.928352
-46.8,-44.83,-29.74,44.87,22.56,4.17,OPERATIONAL,2026-05-23T17:27:36.928352
-48.62,-44.64,-29.45,44.94,22.3,4.17,OPERATIONAL,2026-05-23T17:27:38.928352
-50.32,-44.37,-29.06,45.09,23.67,4.44,OPERATIONAL,2026-05-23T17:27:40.928352
-51.89,-44.04,-28.56,45.01,20.81,3.87,OPERATIONAL,2026-05-23T17:27:42.928352
-53.33,-43.63,-27.96,44.89,20.44,4.05,OPERATIONAL,2026-05-23T17:27:44.928352
